item_id,user_id,rating,timestamp,model_attr,category,brand,year,user_attr,split
155,2358,3.0,2004-06-23,Female,Camera & Photo,Olympus,2004,Male,0
146,2381,5.0,2004-07-01,Female,Camera & Photo,Canon,2004,Male,0
145,2394,5.0,2004-07-06,Female,Camera & Photo,Canon,2004,Female,0
146,2418,5.0,2004-07-12,Female,Camera & Photo,Canon,2004,Female,0
78,2432,1.0,2004-07-20,Male,Camera & Photo,Polaroid,2003,Male,0
155,2476,5.0,2004-07-29,Female,Camera & Photo,Olympus,2004,Male,0
164,1904,5.0,2004-08-02,Female&Male,Computers & Accessories,Apple,2008,Male,2
163,2503,3.0,2004-08-04,Female,Camera & Photo,Kodak,2004,Male,0
151,1732,4.0,2004-08-05,Female,Computers & Accessories,Toshiba,2006,Male,0
148,2506,5.0,2004-08-05,Male,Camera & Photo,Kodak,2004,Female,0
133,2507,4.0,2004-08-07,Male,Computers & Accessories,Kensington,2004,Female,0
65,991,2.0,2004-08-08,Female,Camera & Photo,Sony,2002,Male,1
148,2522,4.0,2004-08-11,Male,Camera & Photo,Kodak,2004,Male,0
167,2563,5.0,2004-08-24,Female,Camera & Photo,Kodak,2014,Male,0
157,2572,5.0,2004-08-26,Female&Male,Camera & Photo,Sony,2004,Male,0
143,2580,5.0,2004-08-28,Female,Camera & Photo,Canon,2004,Male,0
81,2604,2.0,2004-09-06,Female&Male,Computers & Accessories,Linksys,2003,Male,0
92,2620,5.0,2004-09-12,Female,Camera & Photo,Canon,2003,Male,0
171,2640,4.0,2004-09-15,Female&Male,Camera & Photo,Kodak,2004,Male,0
146,2640,5.0,2004-09-16,Female,Camera & Photo,Canon,2004,Male,2
175,269,5.0,2004-09-16,Female,Camera & Photo,Kodak,2004,Male,0
81,2650,1.0,2004-09-19,Female&Male,Computers & Accessories,Linksys,2003,Male,0
145,2669,5.0,2004-09-23,Female,Camera & Photo,Canon,2004,Male,0
167,2674,5.0,2004-09-24,Female,Camera & Photo,Kodak,2014,Male,0
146,2697,5.0,2004-10-01,Female,Camera & Photo,Canon,2004,Male,0
143,2721,3.0,2004-10-09,Female,Camera & Photo,Canon,2004,Male,0
142,2726,5.0,2004-10-10,Female,Computers & Accessories,Linksys,2004,Female,0
145,2770,5.0,2004-10-27,Female,Camera & Photo,Canon,2004,Male,0
154,2787,5.0,2004-11-01,Female&Male,Headphones,EldHus,2005,Male,0
191,2799,4.0,2004-11-04,Female,Camera & Photo,Vivitar,2004,Female,0
142,2802,4.0,2004-11-05,Female,Computers & Accessories,Linksys,2004,Male,0
167,2809,5.0,2004-11-09,Female,Camera & Photo,Kodak,2014,Male,0
103,2814,5.0,2004-11-12,Female,Camera & Photo,Olympus,2003,Female,0
177,2817,4.0,2004-11-12,Female,Camera & Photo,Fujifilm,2005,Male,0
155,2820,2.0,2004-11-13,Female,Camera & Photo,Olympus,2004,Male,0
143,2830,4.0,2004-11-16,Female,Camera & Photo,Canon,2004,Female,0
195,2857,5.0,2004-11-23,Male,Camera & Photo,Sony,2005,Male,0
103,2862,4.0,2004-11-24,Female,Camera & Photo,Olympus,2003,Female,0
80,2866,5.0,2004-11-25,Female,Computers & Accessories,Linksys,2015,Male,0
92,2904,4.0,2004-12-02,Female,Camera & Photo,Canon,2003,Female,0
202,2915,2.0,2004-12-04,Female,Camera & Photo,Sony,2015,Male,0
172,2928,5.0,2004-12-07,Male,Camera & Photo,HP,2004,Female,0
157,2956,5.0,2004-12-12,Female&Male,Camera & Photo,Sony,2004,Female,0
153,2817,2.0,2004-12-12,Male,Camera & Photo,Kodak,2004,Male,1
140,2973,4.0,2004-12-15,Male,Camera & Photo,Sony,2004,Male,0
145,2989,4.0,2004-12-17,Female,Camera & Photo,Canon,2004,Male,0
145,2992,5.0,2004-12-18,Female,Camera & Photo,Canon,2004,Male,0
178,3013,1.0,2004-12-23,Female,Home Audio,Bose,2005,Male,0
140,3040,5.0,2004-12-26,Male,Camera & Photo,Sony,2004,Male,0
189,3048,4.0,2004-12-27,Male,Camera & Photo,HP,2005,Female,0
195,3049,3.0,2004-12-27,Male,Camera & Photo,Sony,2005,Female,0
146,3053,5.0,2004-12-27,Female,Camera & Photo,Canon,2004,Male,0
179,3061,3.0,2004-12-28,Female,Camera & Photo,Canon,2004,Male,0
172,3073,5.0,2004-12-29,Male,Camera & Photo,HP,2004,Female,0
166,3079,1.0,2004-12-30,Female,Camera & Photo,Kodak,2004,Male,0
163,3092,5.0,2004-12-31,Female,Camera & Photo,Kodak,2004,Female,0
143,3101,5.0,2005-01-01,Female,Camera & Photo,Canon,2004,Female,0
143,3127,4.0,2005-01-04,Female,Camera & Photo,Canon,2004,Female,0
187,3128,5.0,2005-01-04,Female,Camera & Photo,Panasonic,2005,Male,0
142,3130,5.0,2005-01-05,Female,Computers & Accessories,Linksys,2004,Male,0
181,3184,1.0,2005-01-15,Male,Camera & Photo,Olympus,2005,Male,0
167,2721,5.0,2005-01-17,Female,Camera & Photo,Kodak,2014,Male,0
167,3209,5.0,2005-01-20,Female,Camera & Photo,Kodak,2014,Male,0
197,3227,4.0,2005-01-24,Female,Camera & Photo,Olympus,2004,Female,0
80,3280,5.0,2005-02-03,Female,Computers & Accessories,Linksys,2015,Male,0
167,3300,5.0,2005-02-09,Female,Camera & Photo,Kodak,2014,Male,0
143,1383,5.0,2005-02-11,Female,Camera & Photo,Canon,2004,Male,0
172,3316,3.0,2005-02-14,Male,Camera & Photo,HP,2004,Male,0
160,3343,1.0,2005-02-19,Female,Camera & Photo,Olympus,2004,Male,0
98,3352,4.0,2005-02-21,Female,Camera & Photo,Toshiba,2003,Female,0
157,3371,5.0,2005-02-27,Female&Male,Camera & Photo,Sony,2004,Male,0
157,3377,5.0,2005-03-01,Female&Male,Camera & Photo,Sony,2004,Female,0
172,3415,5.0,2005-03-12,Male,Camera & Photo,HP,2004,Female,0
219,3420,5.0,2005-03-13,Female,Camera & Photo,Canon,2005,Male,0
163,3426,5.0,2005-03-14,Female,Camera & Photo,Kodak,2004,Male,0
220,3435,5.0,2005-03-15,Male,Camera & Photo,Canon,2005,Male,0
167,3465,5.0,2005-03-20,Female,Camera & Photo,Kodak,2014,Male,0
219,3481,4.0,2005-03-22,Female,Camera & Photo,Canon,2005,Male,0
190,3482,4.0,2005-03-22,Female,Camera & Photo,Olympus,2005,Male,0
228,3504,5.0,2005-03-27,Female,Camera & Photo,Nikon,2005,Female,0
220,3511,4.0,2005-03-29,Male,Camera & Photo,Canon,2005,Male,0
176,3544,5.0,2005-04-05,Male,Camera & Photo,Fujifilm,2005,Male,0
181,3576,4.0,2005-04-13,Male,Camera & Photo,Olympus,2005,Female,0
178,3581,1.0,2005-04-14,Female,Home Audio,Bose,2005,Female,0
167,3590,5.0,2005-04-17,Female,Camera & Photo,Kodak,2014,Male,0
177,3611,4.0,2005-04-21,Female,Camera & Photo,Fujifilm,2005,Female,0
146,3613,4.0,2005-04-22,Female,Camera & Photo,Canon,2004,Male,0
166,3615,3.0,2005-04-22,Female,Camera & Photo,Kodak,2004,Female,0
140,3624,4.0,2005-04-25,Male,Camera & Photo,Sony,2004,Female,0
49,3633,5.0,2005-04-27,Female,Camera & Photo,Sony,2001,Male,0
220,3663,5.0,2005-05-03,Male,Camera & Photo,Canon,2005,Male,0
172,3687,5.0,2005-05-09,Male,Camera & Photo,HP,2004,Male,0
95,3715,4.0,2005-05-15,Female,Camera & Photo,Olympus,2003,Female,0
80,3723,5.0,2005-05-17,Female,Computers & Accessories,Linksys,2015,Male,0
219,3726,4.0,2005-05-18,Female,Camera & Photo,Canon,2005,Female,0
110,3772,3.0,2005-05-30,Female,Camera & Photo,Kodak,2003,Female,0
146,3789,5.0,2005-06-03,Female,Camera & Photo,Canon,2004,Male,0
140,3815,1.0,2005-06-08,Male,Camera & Photo,Sony,2004,Female,0
147,3845,5.0,2005-06-17,Female,Camera & Photo,Kodak,2004,Female,0
190,3932,4.0,2005-07-05,Female,Camera & Photo,Olympus,2005,Male,0
228,3933,5.0,2005-07-05,Female,Camera & Photo,Nikon,2005,Female,0
243,3939,5.0,2005-07-06,Female,Camera & Photo,Nikon,2005,Male,0
218,3947,5.0,2005-07-07,Female,Camera & Photo,Nikon,2005,Male,0
181,3953,5.0,2005-07-08,Male,Camera & Photo,Olympus,2005,Female,0
237,3969,5.0,2005-07-10,Female,Camera & Photo,Panasonic,2005,Female,0
187,3976,4.0,2005-07-12,Female,Camera & Photo,Panasonic,2005,Female,0
187,3997,2.0,2005-07-17,Female,Camera & Photo,Panasonic,2005,Male,0
235,4007,3.0,2005-07-19,Female,Camera & Photo,Fujifilm,2005,Male,0
219,4022,5.0,2005-07-22,Female,Camera & Photo,Canon,2005,Male,0
195,4025,3.0,2005-07-23,Male,Camera & Photo,Sony,2005,Male,0
142,4037,2.0,2005-07-26,Female,Computers & Accessories,Linksys,2004,Female,0
232,4040,5.0,2005-07-26,Female,Camera & Photo,Olympus,2005,Female,0
217,4081,5.0,2005-07-30,Female,Camera & Photo,Kodak,2005,Male,0
191,4094,4.0,2005-08-01,Female,Camera & Photo,Vivitar,2004,Female,0
255,4104,5.0,2005-08-02,Male,Camera & Photo,Kodak,2005,Female,0
234,4132,5.0,2005-08-05,Female,Camera & Photo,Nikon,2005,Male,0
256,4204,5.0,2005-08-13,Female,Camera & Photo,Olympus,2007,Female,0
217,4212,4.0,2005-08-14,Female,Camera & Photo,Kodak,2005,Male,0
140,4218,4.0,2005-08-15,Male,Camera & Photo,Sony,2004,Female,0
160,4273,5.0,2005-08-21,Female,Camera & Photo,Olympus,2004,Male,0
176,4278,5.0,2005-08-22,Male,Camera & Photo,Fujifilm,2005,Male,0
145,4282,5.0,2005-08-23,Female,Camera & Photo,Canon,2004,Female,0
232,4284,4.0,2005-08-23,Female,Camera & Photo,Olympus,2005,Female,0
263,4354,4.0,2005-08-31,Female,Camera & Photo,Kodak,2005,Male,0
143,4384,1.0,2005-09-06,Female,Camera & Photo,Canon,2004,Female,0
220,4398,4.0,2005-09-07,Male,Camera & Photo,Canon,2005,Male,0
265,4399,3.0,2005-09-07,Female,Camera & Photo,Olympus,2005,Female,0
229,4403,5.0,2005-09-07,Male,Camera & Photo,Fujifilm,2005,Male,0
265,4422,5.0,2005-09-09,Female,Camera & Photo,Olympus,2005,Female,0
81,4426,1.0,2005-09-09,Female&Male,Computers & Accessories,Linksys,2003,Female,0
81,4432,5.0,2005-09-10,Female&Male,Computers & Accessories,Linksys,2003,Male,0
83,4432,5.0,2005-09-10,Female,Computers & Accessories,Linksys,2003,Male,1
154,4449,5.0,2005-09-11,Female&Male,Headphones,EldHus,2005,Female,0
145,4464,3.0,2005-09-13,Female,Camera & Photo,Canon,2004,Male,0
140,4471,1.0,2005-09-14,Male,Camera & Photo,Sony,2004,Male,0
143,4473,4.0,2005-09-14,Female,Camera & Photo,Canon,2004,Female,0
265,4474,5.0,2005-09-14,Female,Camera & Photo,Olympus,2005,Male,0
219,4483,3.0,2005-09-15,Female,Camera & Photo,Canon,2005,Male,0
104,4493,5.0,2005-09-16,Male,Computers & Accessories,Sennheiser,2003,Male,0
237,4494,5.0,2005-09-16,Female,Camera & Photo,Panasonic,2005,Male,0
81,4588,3.0,2005-09-29,Female&Male,Computers & Accessories,Linksys,2003,Male,0
262,4650,4.0,2005-10-07,Female,Camera & Photo,Kodak,2005,Male,0
150,4663,4.0,2005-10-09,Female,Television & Video,Toshiba,2007,Male,0
252,4664,4.0,2005-10-09,Female&Male,Camera & Photo,Kodak,2005,Male,0
172,4673,5.0,2005-10-10,Male,Camera & Photo,HP,2004,Female,0
142,4681,5.0,2005-10-11,Female,Computers & Accessories,Linksys,2004,Male,0
262,4715,4.0,2005-10-15,Female,Camera & Photo,Kodak,2005,Male,0
145,4759,1.0,2005-10-21,Female,Camera & Photo,Canon,2004,Male,0
179,4778,5.0,2005-10-24,Female,Camera & Photo,Canon,2004,Male,0
217,4787,5.0,2005-10-26,Female,Camera & Photo,Kodak,2005,Male,0
251,4789,4.0,2005-10-27,Female,Camera & Photo,Kodak,2005,Female,0
217,4808,5.0,2005-10-31,Female,Camera & Photo,Kodak,2005,Female,0
252,4838,4.0,2005-11-07,Female&Male,Camera & Photo,Kodak,2005,Female,0
219,4845,3.0,2005-11-08,Female,Camera & Photo,Canon,2005,Male,0
175,4853,5.0,2005-11-10,Female,Camera & Photo,Kodak,2004,Female,0
157,4880,1.0,2005-11-17,Female&Male,Camera & Photo,Sony,2004,Male,0
284,4891,5.0,2005-11-19,Female&Male,Camera & Photo,Vivitar,2005,Female,0
285,4900,2.0,2005-11-21,Male,Camera & Photo,JVC,2018,Female,0
220,2381,5.0,2005-11-25,Male,Camera & Photo,Canon,2005,Male,0
154,4932,5.0,2005-11-27,Female&Male,Headphones,EldHus,2005,Female,0
190,4933,5.0,2005-11-27,Female,Camera & Photo,Olympus,2005,Male,0
214,4934,5.0,2005-11-27,Female,Camera & Photo,Olympus,2005,Female,0
264,4932,4.0,2005-11-29,Female&Male,Camera & Photo,Kodak,2005,Female,0
220,1329,4.0,2005-12-03,Male,Camera & Photo,Canon,2005,Male,0
146,4992,5.0,2005-12-07,Female,Camera & Photo,Canon,2004,Female,0
179,4993,5.0,2005-12-07,Female,Camera & Photo,Canon,2004,Female,0
157,4997,2.0,2005-12-08,Female&Male,Camera & Photo,Sony,2004,Female,0
250,5002,5.0,2005-12-09,Female,Camera & Photo,Kodak,2005,Male,0
217,5005,5.0,2005-12-09,Female,Camera & Photo,Kodak,2005,Female,0
234,5037,1.0,2005-12-14,Female,Camera & Photo,Nikon,2005,Male,0
219,5069,4.0,2005-12-18,Female,Camera & Photo,Canon,2005,Male,0
264,5090,2.0,2005-12-21,Female&Male,Camera & Photo,Kodak,2005,Female,0
189,5137,3.0,2005-12-27,Male,Camera & Photo,HP,2005,Male,0
224,5143,3.0,2005-12-28,Female,Camera & Photo,Panasonic,2005,Male,0
259,5165,5.0,2005-12-30,Male,Headphones,Sennheiser,2005,Male,0
80,5172,3.0,2005-12-30,Female,Computers & Accessories,Linksys,2015,Male,0
145,5182,4.0,2005-12-31,Female,Camera & Photo,Canon,2004,Male,0
255,5183,3.0,2005-12-31,Male,Camera & Photo,Kodak,2005,Female,0
252,5187,4.0,2005-12-31,Female&Male,Camera & Photo,Kodak,2005,Male,0
234,5225,5.0,2006-01-04,Female,Camera & Photo,Nikon,2005,Male,0
81,5250,5.0,2006-01-08,Female&Male,Computers & Accessories,Linksys,2003,Male,0
251,5256,1.0,2006-01-08,Female,Camera & Photo,Kodak,2005,Female,0
200,5286,2.0,2006-01-13,Female,Camera & Photo,Kodak,2010,Female,0
166,5287,5.0,2006-01-13,Female,Camera & Photo,Kodak,2004,Female,0
252,5301,4.0,2006-01-15,Female&Male,Camera & Photo,Kodak,2005,Male,0
220,5319,3.0,2006-01-18,Male,Camera & Photo,Canon,2005,Male,0
154,5354,5.0,2006-01-25,Female&Male,Headphones,EldHus,2005,Female,0
234,5389,1.0,2006-01-29,Female,Camera & Photo,Nikon,2005,Female,0
217,5400,5.0,2006-01-30,Female,Camera & Photo,Kodak,2005,Male,0
255,5414,4.0,2006-01-31,Male,Camera & Photo,Kodak,2005,Female,0
252,5415,5.0,2006-01-31,Female&Male,Camera & Photo,Kodak,2005,Female,0
220,5421,5.0,2006-02-01,Male,Camera & Photo,Canon,2005,Male,0
220,5434,4.0,2006-02-03,Male,Camera & Photo,Canon,2005,Male,0
65,5451,3.0,2006-02-06,Female,Camera & Photo,Sony,2002,Male,0
237,4650,5.0,2006-02-15,Female,Camera & Photo,Panasonic,2005,Male,1
217,5503,5.0,2006-02-15,Female,Camera & Photo,Kodak,2005,Female,0
157,5504,1.0,2006-02-15,Female&Male,Camera & Photo,Sony,2004,Female,0
236,5506,4.0,2006-02-16,Male,Headphones,Philips,2005,Male,0
223,5512,1.0,2006-02-17,Female,Camera & Photo,Panasonic,2006,Male,0
261,5516,5.0,2006-02-18,Female&Male,Camera & Photo,Kodak,2005,Female,0
243,5528,2.0,2006-02-19,Female,Camera & Photo,Nikon,2005,Female,0
234,5547,5.0,2006-02-21,Female,Camera & Photo,Nikon,2005,Male,0
261,5564,5.0,2006-02-22,Female&Male,Camera & Photo,Kodak,2005,Male,0
231,5567,5.0,2006-02-23,Male,Camera & Photo,Nikon,2005,Male,0
217,5596,4.0,2006-02-24,Female,Camera & Photo,Kodak,2005,Male,0
255,5628,5.0,2006-02-26,Male,Camera & Photo,Kodak,2005,Female,0
142,5657,4.0,2006-02-28,Female,Computers & Accessories,Linksys,2004,Female,0
243,5677,4.0,2006-03-02,Female,Camera & Photo,Nikon,2005,Female,0
314,5687,4.0,2006-03-03,Female,Camera & Photo,Canon,2006,Female,0
250,5696,5.0,2006-03-05,Female,Camera & Photo,Kodak,2005,Male,0
252,5717,5.0,2006-03-06,Female&Male,Camera & Photo,Kodak,2005,Female,0
284,5724,5.0,2006-03-07,Female&Male,Camera & Photo,Vivitar,2005,Male,0
252,5156,4.0,2006-03-07,Female&Male,Camera & Photo,Kodak,2005,Male,2
218,5750,5.0,2006-03-09,Female,Camera & Photo,Nikon,2005,Male,0
142,5754,4.0,2006-03-09,Female,Computers & Accessories,Linksys,2004,Male,0
238,5798,4.0,2006-03-14,Female&Male,Television & Video,Panasonic,2005,Male,0
314,2300,2.0,2006-03-17,Female,Camera & Photo,Canon,2006,Male,1
255,5841,5.0,2006-03-17,Male,Camera & Photo,Kodak,2005,Female,0
316,2300,2.0,2006-03-17,Female,Camera & Photo,Canon,2006,Male,2
104,5857,4.0,2006-03-19,Male,Computers & Accessories,Sennheiser,2003,Male,0
250,5871,5.0,2006-03-20,Female,Camera & Photo,Kodak,2005,Male,0
234,5908,5.0,2006-03-23,Female,Camera & Photo,Nikon,2005,Male,0
223,5929,3.0,2006-03-26,Female,Camera & Photo,Panasonic,2006,Male,0
296,4022,5.0,2006-03-27,Female,Camera & Photo,Nikon,2006,Male,0
245,5945,5.0,2006-03-29,Male,Portable Audio & Video,Sony,2006,Female,0
94,5956,2.0,2006-04-01,Female,Camera & Photo,Nikon,2003,Female,0
256,5958,4.0,2006-04-02,Female,Camera & Photo,Olympus,2007,Male,0
179,5976,5.0,2006-04-06,Female,Camera & Photo,Canon,2004,Male,0
80,6005,5.0,2006-04-12,Female,Computers & Accessories,Linksys,2015,Male,0
259,4808,5.0,2006-04-19,Male,Headphones,Sennheiser,2005,Female,2
141,6043,4.0,2006-04-22,Female&Male,Camera & Photo,Sony,2004,Female,0
231,6051,1.0,2006-04-23,Male,Camera & Photo,Nikon,2005,Male,0
189,6060,3.0,2006-04-25,Male,Camera & Photo,HP,2005,Male,0
256,6068,5.0,2006-04-27,Female,Camera & Photo,Olympus,2007,Female,0
296,6071,4.0,2006-04-27,Female,Camera & Photo,Nikon,2006,Male,0
314,6135,4.0,2006-05-10,Female,Camera & Photo,Canon,2006,Male,0
142,6140,5.0,2006-05-11,Female,Computers & Accessories,Linksys,2004,Female,0
234,6151,1.0,2006-05-13,Female,Camera & Photo,Nikon,2005,Male,0
153,6156,1.0,2006-05-14,Male,Camera & Photo,Kodak,2004,Female,0
149,6171,3.0,2006-05-18,Male,Computers & Accessories,Kensington,2005,Female,0
250,6188,4.0,2006-05-21,Female,Camera & Photo,Kodak,2005,Male,0
264,6218,1.0,2006-05-29,Female&Male,Camera & Photo,Kodak,2005,Female,0
323,6225,1.0,2006-05-30,Female&Male,Camera & Photo,Olympus,2006,Male,0
255,6240,2.0,2006-06-04,Male,Camera & Photo,Kodak,2005,Male,0
145,6273,1.0,2006-06-09,Female,Camera & Photo,Canon,2004,Male,0
229,6275,5.0,2006-06-09,Male,Camera & Photo,Fujifilm,2005,Female,0
